brand,tweet_id,customer_text,brand_reply,heuristic,hand_label,label_rationale,confidence
TMobileHelp,143342,"@sprintcare Not what I asked. It was upgrading. No worries, @TMobileHelp and @115725 have better deals","@148368 Black Friday? How about #MagentaFriday! Check out all of our deals here, https://t.co/jf9qmuD5FE, or send me a DM to talk details about joining the #MagentaFamily! https://t.co/yZ5k0mtFsX *SonjaKett",substantive,deflection,"Link-only deals, no inline info",medium
SpotifyCares,450880,@117153 Why is the search function not working properly. It is just spinning when I try to search for artists? It is very annoying. With gratitude for help.,@221907 Hey there! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /JK,unclear,substantive,Names specific step: log out/restart/log back in,high
SpotifyCares,2079706,@115888 @117168 I want to extend my student discount but I don’t see the option on your website. Pls help. https://t.co/smRkpT1nVI,"@260963 Hey there, help's here! Could you send us a DM with your account's email address and username? We'll take a look backstage /RV https://t.co/ldFdZRiNAt",deflection,deflection,DM account email/username requested,high
AppleSupport,233946,@AppleSupport why does my iPhone WiFi keeps turn on on its own after I updated it to iOS 11.0.1?,"@171701 The Wi-Fi toggle in Control Center works a bit differently in iOS 11, check this out: https://t.co/G7BHuQnDS6",substantive,substantive,Explains why toggle behaves differently inline,medium
TMobileHelp,1854635,@469710 @TMobileHelp Thanks I appreciate it,@124344 Np at all!  Ty for getting that phone on the fastest mobile network #Magenta👊Bump! *NevinBruce,unclear,unclear,"Closing acknowledgement, no action",high
Ask_Spectrum,2642120,@Ask_Spectrum why does your Spectrum App tell me to connect to my Spectrum wifi to have channel access when I am connected to my Wifi??,@260628 Hello Torrey! I would really like to help with the App. When you can plz DM your phone number and address to chat? ^DT,substantive,deflection,DM phone/address to chat,high
SpotifyCares,1435063,"@SpotifyCares Hi I missed to address verification, now my account so free, how to his join again ?",@453192 Hi there! We've just sent you more info via DM. Let's carry on there /PI,deflection,deflection,"Sent info via DM, continue there",high
TMobileHelp,2848690,"@TMobileHelp hey, need help. bought an iPhone outright and it locked up with tmobile.","@792216 No worries at all! Shoot me a DM, and I'll help with that locked up phone ;-). https://t.co/oIBK3mlmoz *DannyHarvey",deflection,deflection,"Shoot DM, no step",high
AppleSupport,2525547,@AppleSupport why am I getting I.T every time I type “it”? HELLLPPP!! Autocorrect is driving me crazy,"@719151 You're in the right place for help and we'll do all we can to work towards a resolution. To help guide us through troubleshooting steps, may we get the iOS version shown in Settings &gt; General &gt; About?",substantive,deflection,Diagnostic question: how to find iOS version,high
SpotifyCares,1368573,@SpotifyCares Here you go https://t.co/fFg365XXkA,@438552 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /AP,deflection,deflection,"Vague internal reporting, no customer-facing action",medium
AppleSupport,427421,@AppleSupport Control center,@216655 Thanks for following up. This just temporarily disconnects it. You can turn it off entirely by doing so in your Settings app.,substantive,substantive,Direct instruction: disable entirely in Settings app,high
TMobileHelp,770594,@115911  https://t.co/ozg00sMFDz,@304018 Happy to look into all of this with you and get you squared. Just send us a DM and we can help *ErikS,deflection,deflection,"Send DM, no step",high
AppleSupport,1632309,@AppleSupport are we just gonna pretend that we don’t have a glitch with the letter I️I️,@499489 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9,unclear,deflection,"Workaround behind link only, no inline text",medium
TMobileHelp,867899,@TMobileHelp Thanks for the TLC! I've been a TMobile customer for 15 years because your service is the best.,"@326072 YOU'RE the best, and you deserve it! &lt;3 https://t.co/zXrDYDCnIa *Bridget Wren",unclear,unclear,"Closing compliment exchange, no action",high
Ask_Spectrum,2052012,@Ask_Spectrum JUST this minute got msg saying can’t play CNNHD Chio another channel Been watching it on app 4 15 minutes or more ?????,"@383378 I would like to try sending some refresh signals to your box and see if we can get that back to full operations, ... https://t.co/4GlRyoZOTY",substantive,substantive,Concrete remedial action stated: sending refresh signal,medium
Ask_Spectrum,1921237,@Ask_Spectrum be right with you” loading screen. Is there anything I can do or do I need to switch out my cable box?,@532730 My apologies for the cable box issues you are seeing there Hannah. If you can DM me and provide me with the full ... https://t.co/z6hLZIRhKY,substantive,deflection,DM full address requested,high
AppleSupport,1650147,Hey @115858 can you fix the I thing?? Please??,@504030 We’d be glad to help. Let us know in DM if the steps here help: https://t.co/gKAEL4wRnw https://t.co/GDrqU22YpT,deflection,deflection,"Link-only steps, plus DM",medium
AppleSupport,563070,"@AppleSupport really, Apple? I reset bc iTunes couldn’t stream to my Apple TV without static interruption all of a sudden, and on boot up I’m greeted w “setting up Mac” – and you erase my applications, and the dock? You guys are so sloppy these days. MacBook is now useless. https://t.co/HaFrztfm4Z",@251809 We're here to help. Please meet with us in DM. https://t.co/GDrqU22YpT,deflection,deflection,"DM ask, no step",high
TMobileHelp,1290577,Youre better off calling them https://t.co/jw9MHaxnEt,@421810 Good afternoon and that is a great questions Cognac. Give me a moment to review the iPHONE X offer. *RichardG,unclear,deflection,"Placeholder response, no info given yet",medium
SpotifyCares,2934016,Anybody else Spotify not loading? I ain't paying $9.99 for this shit not be working 😫😂,"@811291 Hey Darion. Sorry about that, we had a little hiccup but everything should be up and running again now! Let us know if you need anything - if not, let the music play! 🎶 /J",unclear,substantive,Explains what happened and that it's now resolved,high
SpotifyCares,2121320,@118266 hai kak mau tanya apakah spotify sedang ada acara sportify goes to campus? Thanks 🙏,"@625002 Hey Magdalena! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /PK",unclear,deflection,Redirects to Indonesian email support channel,high
Ask_Spectrum,1798318,"@Ask_Spectrum since my bright house app updated to my spectrum, now won’t allow me to sign in and view my bill. Why?",@540349 Can you confirm the address and account number for me by DM? we would be more than willing to take a closer look into this for you. ^TL,deflection,deflection,Confirm address/account via DM,high
Uber_Support,1017079,"@Uber_Support Hi, left my phone in my Uber last night. Can't log into Uber online, is there a general support email address, at all?","@360640 Happy to help, Tom. Please connect with your driver directly by going to https://t.co/2lBRkEYOyB regarding your missing item.",unclear,deflection,Link-only channel switch,high
TMobileHelp,2738506,@TMobileHelp Can you port a MagicJack number to a new T-Mobile Pay As You Go sim?,@591746 We'd love to look at your options! Shoot me a DM and we can check this out. :) https://t.co/gLqwX4nHy4 *MontanaDaniels,substantive,deflection,"Shoot DM, no step",high
SpotifyCares,229852,"@115888 hello, will you make a new app on W10 mobile? now that MS groove music users have to use spotify ! thank u",@170774 2. you can check this link for more details about Groove Music &amp; Spotify: https://t.co/Peyq1ETDeT /KM,substantive,deflection,"Link-only reference, no inline info",medium
AppleSupport,1512212,@AppleSupport i have restored my device twice and the same problem is going. i am wondering if this reported by other users. #Apple #iOS111,@470984 We'd like to help figure this out. Can you DM us and let us know the model of iPhone you're using? https://t.co/GDrqU22YpT,deflection,deflection,DM ask for model,high
Uber_Support,1433855,LITERALLY.SO.GOOD. #ubereats https://t.co/9uu8IaPWwH,"@452920 That's what we like to hear, Katie! Thanks for your support.",unclear,unclear,"Pure positive acknowledgement, no action needed",high
Ask_Spectrum,1877616,@Ask_Spectrum Feel free to PM me a direct line to someone who's competent and can actually do something. I'm tired of being passed around.,@387936 We are not able to initiate contact via private message. If you would like further assistance please send your ph... https://t.co/MxKR51Wl67,unclear,deflection,Redirects to phone/account channel,high
Uber_Support,726991,@Uber_Support Hi. I'm in Swakopmund. Why hasn't Uber started in Namibia yet? Can I possibly help get the ball rolling? Thanks.,@294141 Here to help! You can check out our coverage areas at https://t.co/fAUGsE2Y0H. Stay tuned if your city isn't there!,substantive,deflection,"Vague expansion status, link-only detail",medium
AmazonHelp,2939125,Hmm think @115821 may be rushing their orders! https://t.co/lRJkvQBBsS,"@812367 Oh no, I'm so sorry to about this! We'd like to help assist, Phil!

Have you checked to see what options may be available for returning? You can explore all options here: https://t.co/aaDyEz1VgE

If there's anything we can do to help, pls let us know! -Kristin H.",substantive,deflection,Diagnostic question + link,high
